,0,1
391,9,GBBBCCGooHooGAAHoIDDEEoIoooooxoooooo
392,9,ooJCCCooJoDDxIJAALHIEEKLHoooKxGGooKo
393,9,BBooxIooooHIAAooHIFGDDEEFGoooooGoooo
394,9,EGBBCCEGooJKFGAAJKFHIDDooHIoooooIooo
395,9,BBCCoNJKDDxNJKMAANJLMFFFoLGGxoIIoooo
396,9,BBBCCJoDDDoJAAoIoJoHoIEEoHoFFFoHooGG
397,9,oooooooBBBCCAAGHIJooGHIJooooIxoEEFFo
398,9,IBBCCMIDDxLMJKAALMJKoFFFoxooHHoooooo
399,9,oGoooooGBBBJAAooIJoHooIooHxDDoEEFFoo
400,9,xoCCCooDDDooAAoHoooGoHEEoGFFIooGooIo
401,9,oxooIoFoooIoFGAAIoFGHCCooxHoooEEEooo
402,9,oBBBCCooGooIAAGHoIxEEHoJoooooJoooxoo
403,9,oBBBCCoooIoJAAHIoJooHDDDoxFFooooxooo
404,9,BBCCxooooJooAAoJKoEEFFKoooIoooooIGGx
405,9,oooooIoBBBxIooAAHIoDDDHooEEGFFoooGoo
406,9,FoHoooFoHBBBFAAoIJGCCoIJGoooIxEEEooo
407,9,oooooKooxooKHoJAAKHIJCCCHIDDxooFFoGG
408,9,HooBBBHooJKLIAAJKLIxDDoLEExooooGGGoo
409,9,xCCCHooooGHooAAGooooFDDxooFoooooFooo
410,9,oxCCDDoEEooMAALooMooLFFFoGGoHHIIJJxo
411,9,GooIooGooIBBGoAAoJHCCCoJHDDDEEFFFooo
412,9,oooooooooFoGoAAFoGBBBFooooEoooooECCx
413,9,KxCCDDKEEoxMKAAooMooLGGGHHLoooIIIJJo
414,9,oIKBBBoIKooMGJKAAMGJCCLoHoooLxHEEFFo
415,9,ooHoooooHIooAAHIooxCCJooxEEJoooFFGGo
416,9,oBBBoIoooHoIAAoHoIoCCDDDoEEFFFoooGGG
417,9,oxoICCoooIooAAooJoHxEEJoHFFFGGoooooo
418,9,oHBBCCoHDDDoAAIoJoooIoJoooIxFFGGGooo
419,9,JoxCCCJooooLKAAooLKDDDEEFFGGooHHIIoo
420,9,BBBHooooGHooAAGoooFoCCxoFEEEooFooooo
421,9,BBCCJoooooJoAAoIJoHDDIEEHooxooGGoooo
422,9,GBBCCJGoooIJGAAoIKHooooKHoxoEEFFFooo
423,9,oBBooIooGooIAAGooIFCCoxoFoHEEEooHooo
424,9,oooooHoooGoHAAoGoHoFBBCCoFoDDDoFooEE
425,9,oxCCoxEEEIooAAHIooGoHoooGFFFoooooooo
426,9,HBBBooHooJKxIAAJKLIoxEELFFFooLoooGGG
427,9,ooooKLHBBoKLHoJAALIoJCCCIDDoxoooFFGG
428,9,oBBBoJCCCIoJHAAIoJHDDEEEFFFoooGGGooo
429,9,FBBIooFoHIoJAAHooJGoxooxGEEEoooooooo
430,9,ooBBoICCCDDIooAAoIoooHooooxHFFoooGGG
431,9,oooxooooGIoJAAGIoJoFCCoKoFHooKDDHEEE
432,9,oBBoxoooIJLoAAIJLooooKDDoHxKoooHFFGG
433,9,oBBCCCooHooJAAHIoJoooIDDxFFIooooGGoo
434,9,IBBCCCIDDKoLAAJKoLooJEEoooooooFFFxox
435,9,ooGHooEoGHBBEoGAAJEoooxJFoooIKFDDoIK
436,9,oGBBBIoGoCCIoGAAHIooooHooDDEEEooooFF
437,9,IoCCDDIoooKLxoAAKLoooJEEoooJoxGGHHHo
438,9,BBCCKLooxJKLAAIJooooIEEEoFFxooHHHooo
439,9,ooooJKBBxoJKHIAAJKHIDDEEFFooooGGoooo
440,9,oooxoIxDDHoIFAAHoJFoGooJFoGEEooooooo
441,9,ooooBBooooHIAAooHIFGooHxFGDDEEoGoooo
442,9,ooxCCKooIJoKAAIJoooxoEEEoFFoGGHHHooo
443,9,oooJBBxooJKLHoAAKLHDDEELIooFFFIooGGG
444,9,oBBxooooJKLoAAJKLoxIEEFFoIGGooHHHooo
445,9,ooooxIoooGHIAAoGHIoFCCCooFDDDooFoEEE
446,9,xoooooFooICCFAAIoKGoHDDKGoHoJLGEEoJL
447,9,ooBBoxoooHoIAAoHoIooxHEEGoooooGFFFoo
448,9,oooooxoooHIJAAoHIJGCCDDDGoEEFFoooooo
449,9,ooooxooIooJKxIAAJKHIDDEEHooFFoGGGooo
450,9,GBBCCCGooJooGAAJooHDDDooHoIEEoFFIooo
451,9,oxCCCoGoDDJoGAAIJoGooIooHooIEEHFFFoo
452,9,ooJBBBooJooLGoJAALGoKCCCHIKoDDHIEEFF
453,9,BBBCCoDDDIJoAAoIJooGEEEooGHoooFFHooo
454,9,BBBCCooDDoKooAAoKooxJFFoooJGGoHHHxoo
455,9,HJBBMoHJoLMoIAALooIoKCCxooKoooEEFFxo
456,9,xoGHCCooGHIooAAoIooDDoooEEFFFooooooo
457,9,ooHBBoooHICCAAHIJooDDoJooEExxooooooo
458,9,oHoBBooHoJKoAAoJKooICCDDoIEEooFFGGoo
459,9,xoCCoKooIJoKAAIJoLxoEEoLooFFoLoGGGHH
460,9,BBoooxoIDDDLoIAAoLHIKEEEHJKoooHJFFGG
461,9,ooxCCCDDDoHoAAGoHoooGEEIoooooIFFFooI
462,9,oooooIBBBoHIFAAoHIFooCCCGoooooGDDDEE
463,9,oIBBBKxIooJKAAooJKHoDDEEHoooooxoooGG
464,9,FBBCCJFoooHJFAAoHJGoooDDGoooIoEEEoIo
465,9,oooGooBBBGoHEAAGoHEoooooFoCCooFDDDoo
466,9,xCCDDoEEEoKoAAooKoIFFoooIJGGHHIJoooo
467,9,oooHBBooxHDDAAooIJGoooIJGEEEIxoooooo
468,9,BBCCCooHDDJooHAAJooooIEEoooIooFFoxoo
469,9,oBBoIJooFHIJAAFHIJoECCDDoEGoooooGooo
470,9,FBBBCCFoooDDGAAoHIGoooHIEEEoHJoooooJ
471,9,oBBBIooCCCIoAAoHIooGoHDDFGooooFGEEEo
472,9,oxCCDDEEoJKLAAoJKLIFFFoLIoooooxooHHH
473,9,GBBBCCGoooHIAAooHIooDDDxoooFFooooooo
474,9,oBBBoKCCCDDKAAoIJKoooIJoxoFFFoooGGHH
475,9,BBBoGHoCCoGHoAAoGHooFoooDDFEEooooooo
476,9,ooooBBxoDDEEAAHIJKooHIJKoFFoJxoooooo
477,9,BBBCCooDDoKLoAAoKLxoJFFoIoJoooIGGxoo
478,9,HoJoBBHoJCCCHAAooKIDDEEKIooooxGGGooo
479,9,oxoCCJoDDDHJooAAHJoooGEEoooGIooooxIo
480,9,ooBBBoooJoKoAAJoKoICCxEEIFFoooGGHHHo
481,9,oooooHoooxoHoAAGoHooFGCCoEFooooEFDDo
482,9,ooHCCCooHoIJxAAoIJoDDEEooooFFxoooooo
483,9,oBBJCCooIJoKAAIJoKooxooxHoFFooHGGGoo
484,9,ooGHBBFoGHIoFAAoIooooxDDoEEooooooooo
485,9,BBBoooCCDDDoHAAJooHoIJooHoIEExGGGooo
486,9,oIKBBooIKoNoGJAANoGJoMCCHxLMooHoLEEx
487,9,oHBBLoGHoKLoGAAKoooIJCCxoIJoooEEEFFo
488,9,oBBCCKoDDEEKAAFHJKooFHJoooGIooooGIoo
489,9,oBBCCCDDDKoLAAJKoLooJEEMIooooMIFFoxx
490,9,EoFGooEoFGBBEAAooHoooooHoxDDoIoooooI
491,9,oooxooxooIoJGAAIoJGoHDDDooHEEKFFFooK
492,9,ooooxoCCCoIoAAooIoGDDDooGooHEEFFFHoo
493,9,ooHoooGoHBBxGAAIoJoDDIoJoooxoJoooFFF
494,9,IooooLIBBCCLooAAKoDDDJKooEEJFFGGHHHo
495,9,oBBGCCoooGHIooAAHIooDDxooFFFoooooooo
496,9,oxoGCCoFoGDDoFAAHoEEooHoooooIoooooIo
497,9,oBBoxooooxIooAAoIooEEHooooGHFFooGooo
498,9,oooBBBooooHIAAooHIGoooHoGCCDDxooFFFo
499,9,oooBBoFooHIoFAAHIoooGHooooGoxoooGDDx
500,9,oBBHooooGHCCAAGHoooDDDoIoxFFoIoooooo
501,9,BBoooxoGoooKoGAAoKDDoIEEoHoIJooHFFJo
502,9,BBBoooCCDDoxGAAIoJGoHIoJooHFFJoooooo
503,9,FooooJFooHIJGAAHIJGBBCCCDDooooEEoooo
504,9,GBBBooGooHooGAAHoooooHCCDDDEEIooFFoI
505,9,BBoxDDHEEEKLHAAJKLHooJFFIoooooIGGGoo
506,9,oooGBBoxoGHIoFAAHIoFoooooFDDDoEEoooo
507,9,oBBIoooCCIoJAAHIoJDDHEEKooxooKooGGoo
508,9,oBBoooooGoooAAGoooooGCCCoDDHooxFFHoo
509,9,oooxooooGHIKAAGHIKoFCCJKoFooJoDDxooo
510,9,oooooooBBBxIAAGooIFoGDDIFEEHoooooHoo
511,9,ooxCCKDDDoJKAAooJKIEEFFoIoGGGoxooooo
512,9,oFBBCCoFGoHIAAGoHIoDDooxoooooooooooo
513,9,EBBBoIExoooIFGAAoIFGoHoooooHDDoooooo
514,9,ooBBGHoooEGHAAoEGHoCCCoooooFDDoooFoo
515,9,oBBBxoooJKooAAJKooIDDEEoIFFoooGGGHHo
516,9,BBBooxooJoDDAAJooKEEEooKIoooooIFFxHH
517,9,oxoCCJoooGHJAAoGHJFDDDIoFoEEIoFooooo
518,9,BBCCxLEEoJKLAAoJKLIFFFooIoooooxoooHH
519,9,oooGBBoCCGDDooAAHoooEEHoooFFIoooooIo
520,9,BBCCCJDDoHIJAAoHIJGoEEIoGFFFooGooooo
521,9,oEBBCCoEFDDoAAFGHoooFGHoooooIoooooIo
522,9,EoooHoEBBGHooAAGHoooFoooooFCCCooDDDo
523,9,ooGBBxooGHIJoAAHIJoDDoEEooooxooooooo
524,9,HBBBCCHoDDKoooAAKoEEIJFFooIJoooooxoo
525,9,BBBoHIoCCoHIAAGooooFGDDDoFxooooooooo
526,9,FooHBBFooHIKFAAHIKGCCCJoGoDDJoEEoooo
527,9,oxoCCoDDoKLoAAoKLoJEEEFFJoGGooHHHIIo
528,9,xxoDDooooKLoIAAKLoIoJEEEooJFFoGGHHHo
529,9,oBBBCCoooDDDAAoGHIoooGHIoEEEHJooFFFJ
530,9,oFGBBBEFGoHIEFAAHIooooxIDDoooooooooo
531,9,EBBBoIEooooIEAAooIFGooooFGoHCCDDDHoo
532,9,ooEFBBooEFHIAAEGHIoooGoxoooooooDDooo
533,9,BBBooKooIooKAAIJooHCCJDDHoEEooFFFxoo
534,9,BBBIooooHIooAAHooJGCCDDJGoEEooGoooox
535,9,FHBBCCFHoDDKFHAAJKGoIoJoGoIEEooooooo
536,9,oJKoBBxJKDDDIJAAoMIEELoMoooLFFGGGHHo
537,9,ooEBBBooEFGIoAAFGIoCCoHooDDoHoooooHo
538,9,xCCDDoooJKoLAAJKoLIEEFFoIoooooGGHHoo
539,9,oooHBBxooHDDGAAHIKGEEEIKFFooJoooooJo
540,9,HCCDDoHooEELIxAAKLIooJKoIooJFFGGoJoo
541,9,ooFBBooEFoHooEAAHoxDDGIooooGIooooooo
542,9,ooFBBBDEFoGoDEAAGoCCooHoooooHooooooo
543,9,oFoBBooFxHIJAAGHIJooGDDKooGooKoEEooo
544,9,oooGBBoooGCCAAoGHoooDDHIEEEFFIoooooo
545,9,GooxCCGDDoIJoAAoIJooHooJooHEEEoooFFF
546,9,ooBBoKooxDDKAAGHJoFoGHJoFoGIooFEEIoo
547,9,FxCCCoFooIoJAAoIoJGDDDooGoHoooEEHooo
548,9,oxCCJKooDDJKAAGHooooGHooooGIooxFFIoo
549,9,oooooJoooooJAAoooJGHBBxoGHIDDDxoIFFF
550,9,GoxJooGoIJCCHoIAAKHDDoxKoooooLFFoooL
551,9,ooJBBoxIJoKLHIAAKLHIDDEEFFFoooGGGooo
552,9,oBBGCCoooGDDAAoGHJoEEEHJooooIJooFFIo
553,9,BBBxooooLoDDAALooMKEEFFMKGGooxIIJJoo
554,9,oBBICCoooIJoAAHIJKooHDDKooooxxoGGooo
555,9,xCCDDoIEEELoIJAALoIJoKFFoooKoMoxHHoM
556,9,BBBCCoooIoooAAIoooHDDEEoHFFJooGGGJoo
557,9,BBCCHIooooHIAAoFoIoooFDDoooGoooooGEE
558,9,xCCDDNooLEENAALoooKFFMooKooMGGKHHIIx
559,9,oBBCCoooIJKLAAIJKLoxoEEooooFFoGGGoxo
560,9,ooBBBIooooHIAAooHIoGooCCoGoDDooGEEFF
561,9,ooEFBBooEFGIoAAoGIxoDDHoooooHooooooo
562,9,ooGBBBooGHoJoAAHIJoFCCIooFooooDDEEEo
563,9,ooooooooxooxooAAoJooHDDJGoHIEEGFFIoo
564,9,oBBCCooooGDDAAoGHJoooGHJooEEIJoFFFIo
565,9,xCCDDKooIEEKAAIJooHFFJooHooJooHoGGoo
566,9,BBBGooooFGHIAAFGHIECCCooEoooooDDoooo
567,9,oFBBIJoFooIJAAGHooooGHCCooxxoooooooo
568,9,ooFBBoooFooHAAFooHoCCoGoDDDoGooEEooo
569,9,ooBBCCoooGHIAAoGHIoDDDHJoEEEoJoooFFo
570,9,BBCCKooDDxKLAAIJoLooIJooHFFJooHGGGoo
571,9,ooEoooDoEBBBDAAFGIoCCFGIooooHoooooHo
572,9,BBBooIooHooIAAHoooCCHoooGDDoooGEEoxo
573,9,oBBBoIooCCHIooAAHIooDDooEEoGFFoooGoo
574,9,ooxCCKooooJKAAooJKHIDDEEHIoFFoGGGooo
575,9,GBBooJGoHooJAAHIoJoooICCoooDDDooxoFF
576,9,ooBBoKooCCxKAAoIJKHooIJoHoEEEoHoFFGG
577,9,EoFBBoEoFCCxEAAGIJoooGIJoooHoooooHoo
578,9,HoBBBxHooIJLAAoIJLooDDEEooFFKoooGGKo
579,9,oBBHCCFoGHDDFoGAAIFoEEoIoooooJoooooJ
580,9,xJCCoMHJoLoMHAALooooKDDDIoKoEEIFFoxo
581,9,ooBBHooCCoHooAAoHoooFGooooFGDDoooEEo
582,9,IBBBCCIoKDDoAAKLooEEELoooJFFoooJGGox
583,9,oGBBJooGHoJKAAHooKooICCoFoIoooFDDxoo
584,9,ooFBBoooFCCIAAFGoIoEoGHooEDDHooooooo
585,9,GooooxGCCCIJooAAIJoooHDDoooHEEoFFFoo
586,9,GoIBBoGxIoKoGHAAKooHDDoooooJEEFFoJoo
587,10,IKBBxoIKMDDDILMAAOJLNooOJoNEEEoxGGHH
588,10,IBBxDDIEEooLJoKAALJoKFFFJoKoooGGGHHo
589,10,oBBBCCooJDDDoHJAALoHKooLoIKEEEoIFFGG
590,10,oBBJCCooHJoLoFHAALoFIKDDoGIKoooGIEEE
591,10,oGBBxJoGDDoJoGAAoJoHIEEEoHIoooooIFFF
592,10,oHoJCCoHoJooxHAAoKGDDEEKGoIFFFGoIooo
593,10,JCCCDDJoEEFFJoxAAMKoLooMKoLGGGHHIIoo
594,10,ooHooxooHoCCAAHooJDDEEEJoooIoooFFIGG
595,10,oooJBBxoIJoKHoIAAKHDDEELHooooLooxGGG
596,10,oIBBCCoIDDKLoIAAKLEEJooMooJooMxGGHHM
597,10,oooJBBCCHJoKGoHAAKGDDxooGoIFFFooIooo
598,10,GCCooKGoIooKxoIAAKDDDJEEHooJooHooFFF
599,10,oooGBBoCCGoIooFAAIooFHoxEEEHoooooHoo
600,10,oJLBBBIJLooNIKLAANIKCCMoDDooMxxGGHHo
601,10,ICCCDDIoEEFFJoxAALJooooLJoKGGGHHKooo
602,10,BBBooxoGoooJoGAAoJoxoIEEoHoIoooHoFFF
603,10,EBBCCCEoooHIFAAoHIFGooHJoGDDDJoGoooJ
604,10,oooooLBBCCxLAAKooLIoKEEEIJFFooIJGGxo
605,10,oGBBBooGoHIoAAoHIoFCCCxoFEEEooFooooo
606,10,oxCCDDoooooKooAAoKoEEJFFooIJoooxIHHH
607,10,HBBBCCHoooJKHAAoJKIooooxIooEEoFFGGGo
608,10,IooLBBICCLoMIJKAAMxJKEEEoJFFooGGGoox
609,10,GoIBBBGoIoCCHoIAALHoDDKLoooJKxFFFJKo
610,10,HoIJBBHoIJoLHAAKoLoCCKDDoooooooxFFGG
611,10,HxCCCKHDDoJKHAAoJoooIEEEooIoooooxGGG
612,10,IBBCCCIKDDoNJKLAANJoLMEExooMooGGGxoo
613,10,HBBCCLHoIooLooIAALooJKDDooJKooEEFFxo
614,10,HBBBooHCCCxoAAJoooEEJKoxIGGKoLIooooL
615,10,GoBBxoGoIJoKAAIJoKHDDDoKHoooooHEExoo
616,10,ooooooooBBBoAAEoFoooEoFGooEoxGDDDooG
617,10,oBBCCxEEooLMoKAALMoKFFGGHHxoJJoooooo
618,10,FoHBBBFoHIooGAAIooGooxooGoooooDDEEoo
619,10,ooooooooIBBxAAIJKLHoxJKLHEEEoLoFFGGG
620,10,FHBBCCFHooKoFIAAKoGIooooGIJDDDEEJooo
621,10,ooKBBBxoKDDDIAAoLMIEEoLMJooFFxJoHHHo
622,10,oBBKCCxEEKooAAJKoMIoJFFMIoGGLoIoooLx
623,10,HIoooKHIBBxKHoJAAKooJDDDooJoEEoFFFGG
624,10,GHBBCCGHooJKGHAAJKDDoIxooooIoooFFFoo
625,10,ooxCCCooooJoAAoIJoHDDIEEHoFFooHooxoo
626,10,FHBBCCFHoDDKFHAAJKGIooJoGIooxooooooo
627,10,oIBBCCoIooDDoIAAoLoJoooLoJKxFFGGKHHo
628,10,ooKBBBoxKooLIJKAALIJDDEEFFGGooHHHooo
629,10,BBBCCLoDDKoLAAJKooxoJFFFooooooxHHoII
630,10,oIBBBMoICCKMGIAAKMGoJDDDHxJoLoHFFoLo
631,10,BBBCCoDDooMooIAAMooIKLEEHJKLooHJFFGG
632,10,IBBBCCIoooDDJoAAoLJxFFoLJooKGGxooKoo
633,10,oBBoooooHCCxAAHJoKooIJoKooIEEKoFFFGG
634,10,xCCoxKooJooKAAJooKIEEFFFIoooooGGHHoo
635,10,oEGBBBoEGoIooFAAIooFooxooFoHooDDoHoo
636,10,ooGBBoooGHooAAoHooCCCHDDoFEEoIoFoooI
637,10,ooHoooooHCCCxAAIoJGDDIoJGooooKEEFFoK
638,10,oooxCCDDDooMIoLAAMIKLEEEJKFFxoJHHHoo
639,10,oKooBBIKCCCNIAAoMNJLooMxJLEEFFGGoxoo
640,10,oGxCCooGoooooHAAJooHDDJooooIEEoxoIoo
641,10,BBCCoJoGooxJoGAAIJoHooIooHoEEEoooFFF
642,10,ooxCCCGooxoKGAAJoKGIoJEEHIooooHIFFFo
643,10,GBBCCJGoooIJGAAoIJoHooooxHEEFFoooooo
644,10,JoxCCCJDDoMoJLAAMoKLEEFFKLoGGoHHIIoo
645,10,oGooBBxGDDEEAAooIJoHooIJoHoFFKoooooK
646,10,JoLBBBJoLCCCKAAooMKDDoxMoooxGGHHHIIo
647,10,BBCCooIDDEEoIAAoLoJKooLoJKFFGGxooooo
648,10,JCCCDDJoEEMoxoAAMooFFLGGoKoLoooKoHHx
649,10,GBBBCCGoooooHAAooJHDDDoJHoIooxFFIooo
650,10,oxCCoIoGoooIoGAAoIoooHDDoooHoooEEFFF
651,10,oxoIDDoooIJLxoAAJLHEEEKoHoFFKoGGGoKo
652,10,BBoxDDGoooJoGAAIJoxoHIooooHIFFoooooo
653,10,EFooJKEFBBJKoGHAAKoGHoooooIoCCooIDDD
654,10,oxCCCLooooKLoHAAKLoHJDDoGIJoooGIEEFF
655,10,xCCDDMooKEEMAAKLooFFFLoooGGxoooIIIJJ
656,10,ooGooIooGBBIoAAoHIooooHoooxoDDoEEEFF
657,10,BBxoDDoHooJKoHAAJKooIEELooIooLFFxooo
658,10,BBCCCoDDoMoxKAAMoNKoxGGNLoHHooLIIIJJ
659,10,ooBBJooxDDJoAAHIJooGHIoooGoxoooGFFFo
660,10,GBBBooGooIxKGAAIJKHoooJoHoDDDoEEEFFo
661,10,oooxCCooxoKoAAIJKoHoIJEEHoooooHFFGGo
662,10,ooCCoLDDDEELxAAJKLoooJKoIoFFFoIGGGHH
663,10,oxoCCCDDDHIJFAAHIJFooooKGEEEoKGooooK
664,10,xoCCDDEEooLMAAooLMoKFFGGoKoooxIIJJJo
665,10,FGBBCCFGIooKFHIAAKoHIooKooJoDDooJEEE
666,10,HoBBoKHCCCoKHAAJoKDDIJEEooIxoooGGooo
667,10,ooKxCCHoKooMHAAooMHJLDDDIJLoEEIJFFxo
668,10,HxCCDDHooKLMIAAKLMIoJEEoooJoooFFxooo
669,10,BBBICCoDDIoJoAAIoJooHEEKooHooKoFFFox
670,10,EFooooEFBBCCAAGHIoooGHIooooHJooDDDJo
671,10,GIBBBoGICCDDHAAoJoHoooJoEEooxooooooo
672,10,BBCCCooFooIooFAAIoooGHDDooGHoooxGooo
673,10,ooxCCCoooDDooAAoHoEEEoHoooGFFoooGooo
674,10,oxCCDDoEEoLooAAKLoooJKFFooJGGoooxIII
675,10,ooHIBBooHIooAAHooooxoDDooGoxJooGFFJo
676,10,xCCCoxooJooLIoJAALIooKEEIFFKooGGHHHo
677,10,oxCCLooooJLoAAIJooooIKDDoHxKoooHFFGG
678,10,xCCIJooDDIJKAAGoJKEEGFFoooHoooooHooo
679,10,oBBCCCoDDDEEAAJKoLooJKoLoIoKoxoIGGox
680,10,oxCCDDxooKLoJAAKLoJooFFFGGoooMHHHIIM
681,10,FooBBoFCCDDoAAGHIoooGHIooEEHJoooooJo
682,10,ooKBBxIoKLooIAALooJDDEEoJooxooGGGHHo
683,10,GBBBCCGooIJoAAoIJooHDDEEoHoooooxoooo
684,10,ooBBBxoxooKLoJAAKLoJEEFFGGGoooHHIIoo
685,10,ooHBBJooHCCJoAAoIKxoooIKGoEEFFGooooo
686,10,ooooHooBBBHIAAoGHIoFoGoooFCCDDoooEEo
687,10,ooooooooooHoooAAHooxCCHooDDGEEoooGFF
688,10,oooooJooFBBJAAFHIJECCHIoEoGoooEoGDDD
689,10,GIBBxxGIEEoKGIAAoKHoJFFFHoJoooooJooo
690,10,oBBCCxEEFFLNoKAALNoKGGHHIIooMoJJooMo
691,10,BBBCCLoDDDoLAAJKooooJKEEIoJxooIGGoxo
692,10,xooKoooooKCCHAAKoLHoJDDLIoJooxIFFGGo
693,10,ooooHJEoooHJEAAoIJFGooIoFGBBCCoGooDD
694,10,oooHBBoooHxJAAooIJGoooIxGEEFFoGooooo
695,10,HBBBCCHoJooMAAJKLMIDDKLoIoooooIxFFox
696,10,FHBBCCFHoDDLGHAAKLGIJoKoGIJEEooooooo
697,10,BBBCCoDDoJooHAAJooHoIJooxoIoooooIFFx
698,10,xCCDDMooJKLMAAJKLoIEExooIoooooGGHHHo
699,10,ooBBCCoxEEEKoAAoJKoFFoJxooIHHoooIooo
700,10,ooHIBBooHIoJGoHAAJGCCxoxoFFooooooooo
701,10,HBBCCCHooDDDIAAJoKIooJoKIoxFFoGGoooo
702,10,ooooIoDFooIJDFAAIJEGoHBBEGoHooEGCCCo
703,10,ooBBoxooxEEJAAoIoJoooIFFGGGHHooooooo
704,10,IooooxICCCoLJAAKoLJooKDDEEoxooGGHHoo
705,10,DoFBBBDoFGHIAAFGHIECCCoJEooooJoooooo
706,10,oooooIooxoHIAAooHIxDDoHooFGooooFGEEo
707,10,ooBBoICCoHoIAAoHoIGooDDDGEEFFFGooooo
708,10,oBBBxoDDEEKoIoAAKoIFFFoooxoJHHoooJoo
709,10,oBBoIoooGoIoAAGoIooFHCCooFHoooxEEooo
710,10,JBBCCoJDDDMxJAAoMNKLFFFNKLoGGGHHIIoo
711,10,HooooJHBBBoJAAoIoJCCoIDDoooEEEoxoGGG
712,10,oBBoHIxDDoHIFAAoHIFoGoooFoGEEEoooooo
713,10,BBCCCoDDDoJoHAAoJoHooEEoIFFGGoIooooo
714,10,ooHIBBooHIooAAHooooCCxJooxFFJoGGGooo
715,10,FBBHCCFooHIJAAoHIJoGDDxJoGoooooooooo
716,10,HJBBCCHJoDDLIJAAKLIoooKoIxFFFoGGGooo
717,10,GIBBCCGIDDDoHAAoJoHoooJoHoooxoFFoooo
718,10,ooxCCIooooHIooAAHIoooGHooDDGEEoooFFo
719,10,oBBBoooGCCxooGAAIooGooIooooHEEFFFHoo
720,10,BBoooICCoooIoGAAoIoGoHDDoGoHooEEEFFo
721,10,GoHooxGoHCCJGAAoIJooooIoooxoEEFFFooo
722,10,ooIBBoGoIoJKGAAoJKHCCxEEHoooooFFFooo
723,10,ooFBBoooFGooAAFGoooooGCCoxEEoHoooooH
724,10,GHBBxKGHIooKooIAAKooIoDDooJoEEooJFFF
725,10,HBBCCoHDDEEoIAAoJoIoooJoFFooKoGGooKo
726,10,FBBBCCFoHDDDFoHAAKooIooKoGIoJLoGEEJL
727,10,BBBoooHoxDDDHAAJKLEEoJKLIFFFKoIooGGo
728,10,FBBBooFooICCFAAIJKGHooJKGHDDDKoHoEEE
729,10,xoCCooGoDDKoGAAJKoHoIJEEHoIJoLooIFFL
730,10,CCDDMoooEEMoxAALooooKLFFJoKxooJHHIIo
731,10,oxoCCCDDoHIJAAoHIJGEEEIKGFFFoKGooooo
732,10,ooHoBBCCHDDDAAHoooGooIoJGEEIoJGFFFoo
733,10,HooBBBHCCCDDHAAIJKEEEIJKoooooxooGGoo
734,10,oBBCCMDDoxKMoJAAKMoJFFGGHHooLoIIooLo
735,10,DEFBBIDEFoGIDEAAGIooooHoCCooHoooooHo
736,10,oooIBBoHoIooGHAAoJGxDDoJGEEEoxoooooo
737,10,ooxoCCoooooHAAooGHDDDoGIoFEEEIoFoooo
738,10,FooooIFoBBBIFAAGoJCCoGHJDDEEHooooooo
739,10,oxCCxoooJKooAAJKoooIEEFFoIGGoLHHHooL
740,10,oHBBCCoHJooKooJAAKDDJooKoIooEEoIFFGG
741,10,FoGBBKFoGCCKFAAHJooooHJoxooIEEoooIoo
742,10,oxCCIJooGxIJAAGHIJFooHooFoEEEooooooo
743,10,BBoooKHoooxKHAAoJKxoIoJoooIEEEoFFGGG
744,10,xCCCIJDDDHIJAAoHIJGoEEooGFFFooGooooo
745,10,HoIBBBHoIJoKHAAJoKxxEEoLooFFoLooooGG
746,10,oooxCCIoxEELIoAAoLJooKFFJooKGGJHHHoo
747,10,oBBBoLCCxJKLIAAJKLIEEEFFGGGoooHHoooo
748,10,ooxHCCDDoHIJAAooIJGEEEIKGFFFoKGooooo
749,10,oooJoooBBJKLAAIJKLoHICCxoHxFFoGGoooo
750,10,ooBBCCDDooIJGAAoIJGoooIKHooooKHEEFFK
751,10,ooBBCCooGHDDAAGHooooGHoIoEEFFIoooooo
752,10,oBBxDDoxMooNAAMooNKLFFGGKLooHHIIJJoo
753,10,ooIxoKooICCKoAAJoKoooJDDooEEooFFGGxo
754,10,FooxCCFGooooFGAAIoDDDoIoooHEEoooHooo
755,10,oBBCCCoDDDEEAAoJoKoFFJoKooIJGGooIHHH
756,10,oBBMCCDDxMNoKLAANoKLFFGGHHooooxJJooo
757,10,HoBBCCHoJooLAAJooLIoDDxxIooKooGGGKoo
758,10,oFBBBooFoGHJAAoGHJoooGIoEoCCIoEDDDIo
759,10,BBooGHoDooGHoDAAGHoooFoooEoFoooEoFCC
760,10,BBBCCJoDDDoJAAoIoJoooIEEoFFGGGoooHHH
761,10,oGBBCCoGoHIJAAoHIJoooHooooDDoxooFFoo
762,10,FGHIooFGHIBBFGAAoJoooooJoooxDDEEEooo
763,10,ICCDDDIoooKLoxAAKLoJEEEooJoFFxHHoooo
764,10,oIxCCCoIooKLAAooKLHJDDEEHJoFFoHGGooo
765,10,BBBoGHooFoGHAAFoGoEoooooEooCCxoooooo
766,10,oxCCLoDDDKLxJAAKoMJFFGGMHHoooMIIoooo
767,10,GBBBxoGoooJKHoAAJKHooIooHxoIEEFFoooo
768,10,ooBBxJDDEEIJooAAIooooHoooFFHGGoooooo
769,10,oEBBBHoEFoGHAAFoGIxDDoGIoooooooooooo
770,10,oooGBBooxGIJAAFHIJooFHoKoDDHoKooEEoK
